"","id","name","description","menus_appeared","times_appeared","first_appeared","last_appeared","lowest_price","highest_price"
"665",810,"Hamburg Steak with Onions",NA,20,20,1900,1941,0.35,0.75
"670",817,"Eels",NA,19,19,1880,1914,0.15,0.5
"673",821,"Lemon Soda",NA,188,191,1890,1953,0.05,10
"675",823,"Clysmic",NA,166,168,1892,1928,0.15,40
"679",827,"Buffalo Lithia Water",NA,14,14,1900,1907,0.05,0.6
"681",829,"Congress Water",NA,332,338,1858,1915,0,25
"682",830,"Roast Duck",NA,85,85,1892,1993,0,15.25
"684",832,"Hunyadi",NA,29,30,1891,1933,0.1,40
"685",834,"Cabbage",NA,127,134,1852,1980,0,20
"687",836,"Russet Cider",NA,35,36,1881,1915,0.05,0.75
"688",837,"Salad",NA,520,551,1854,2001,0,75
"689",838,"Cucumber",NA,326,360,1887,2928,0,50
"690",839,"Londonderry Lithia",NA,92,92,1895,1913,0.15,40
"692",841,"Vienna Pudding",NA,5,5,1900,1901,0.2,0.2
"694",844,"Liver",NA,21,21,1892,1971,0,0.35
"701",854,"Steak",NA,32,34,1884,1961,0,30
"703",856,"Wiener Schnitzel",NA,88,95,1899,1992,0,4
"705",858,"Calves' Liver and Bacon",NA,15,15,1900,1912,0.15,0.7
"709",862,"Stewed Beef",NA,9,9,1889,1901,0.1,0.15
"712",866,"Corned Beef and Cabbage",NA,257,261,1856,1961,0.1,85
"713",867,"Oyster Patties",NA,174,179,1865,1938,0.1,50
"718",872,"Cauliflower",NA,886,942,1865,1987,0,70
"719",873,"String Beans",NA,1488,1570,1858,2928,0,60
"721",875,"Boiled and Mashed Potatoes",NA,61,62,1891,1912,0.05,0.15
"723",878,"Blackberry Pie",NA,118,121,1854,1958,0.05,5
"724",880,"Italian Cream",NA,22,22,1864,1948,0,0
"725",882,"Crackers and Cheese",NA,104,107,1881,1946,0,0.15
"726",884,"Roast Phil'a Chicken",NA,2,2,1900,1900,0,0
"729",887,"Broiled Mutton Chops",NA,51,51,1859,1910,NA,NA
"731",889,"Hamburger Steaks",NA,5,5,1901,1905,0.2,0.2
"733",891,"Veal Cutlets, Tomato Sauce",NA,57,57,1858,1910,0.25,35
"734",892,"Stewed rhubarb",NA,246,264,1889,1973,0,35
"736",894,"Fried Potatoes",NA,564,578,1856,1987,0,15
"738",896,"Stewed French prunes",NA,27,27,1892,1943,0.1,5
"739",897,"Florida oranges",NA,16,16,1884,1907,0.15,0.3
"741",899,"Sliced bananas with cream",NA,117,121,1900,1961,0,10
"742",900,"Hot corn muffins",NA,10,10,1900,1946,0,0
"746",904,"Buttered toast",NA,511,525,1856,1969,0,15
"747",905,"Shrewsburys",NA,15,15,1895,1912,0.25,0.7
"749",907,"Milk toast",NA,675,690,1856,1965,0,30
"751",909,"Cream toast",NA,486,495,1865,1961,0,30
"752",910,"Boston cream toast",NA,11,11,1900,1945,0,0
"753",911,"Cotuits",NA,300,345,1900,2928,0,45
"755",913,"Codfish Balls",NA,44,44,1856,1910,0.15,0.6
"757",915,"Tomatoes",NA,456,462,1858,1987,0,15
"761",919,"Roast Turkey",NA,247,251,1851,1963,0,3.55
"762",920,"Baked Potatoes",NA,1292,1325,1859,2012,0,20
"767",926,"Beefsteak",NA,230,306,1,1958,0,15
"770",929,"Corned beef hash browned",NA,37,37,1898,1921,0.15,1
"771",930,"Sardellen",NA,189,219,1896,1961,0,15
"772",931,"Anchovis",NA,172,173,1899,1915,0,0.2
"785",944,"Radieschen",NA,224,227,1899,1969,0,0
"786",947,"Sardelles",NA,80,80,1897,1939,0.3,0.65
"794",955,"Smoked beef",NA,244,247,1888,1965,0.2,0.5
"800",965,"Plum Tart",NA,13,13,1900,1985,0.1,6
"801",966,"T. Hennessy & Co's Cognac",NA,1,1,1900,1900,0,0
"802",967,"Oysters a la Poulette",NA,112,113,1881,1957,0.3,50
"805",970,"Cabinet Whiskey, 15 years old",NA,1,1,1900,1900,0,0
"807",972,"Old Pepper Whiskey",NA,8,8,1900,1901,0.15,2
"808",973,"Sausages",NA,60,61,1853,1967,0,3.25
"810",975,"Fine Old Rye",NA,1,1,1900,1900,0,0
"811",977,"Rock and Rye",NA,33,33,1900,1965,0.1,2
"813",979,"Old Crow Whiskey",NA,23,23,1884,1918,0.1,2.5
"815",981,"Mount Vernon Whiskey",NA,19,19,1900,1950,0.1,2.5
"817",983,"Applejack",NA,8,8,1900,1969,0.3,0.6
"818",985,"Hominy Fritters",NA,25,26,1893,1969,0.2,0.2
"819",986,"Fine Holland Gin",NA,2,2,1900,1900,0,0
"820",987,"Beef Steak and Onions",NA,10,10,1900,1901,0.4,0.4
"821",988,"Old Tom Gin",NA,155,156,1873,1941,0,150
"822",989,"Raspberries",NA,182,235,1865,1941,0,35
"823",990,"Home Made Wild Cherry Bitters",NA,1,1,1900,1900,0,0
"825",992,"Blackberry Brandy",NA,133,134,1882,1985,0,3
"826",993,"Vermouth",NA,311,318,1858,1989,0,20
"828",995,"Hostetter Bitters",NA,5,5,1900,1900,0.15,0.15
"829",996,"Booker's Bitters",NA,1,1,1900,1900,0,0
"830",998,"Sirloin of beef with stewed tomatoes",NA,3,3,1901,1901,0.15,0.15
"831",999,"Boonerkamp Bitters",NA,1,1,1900,1900,0,0
"832",1000,"Pork Chop",NA,71,72,1,1974,0,30
"833",1001,"Gilka Kummel",NA,41,42,1900,1962,0.15,15
"834",1002,"Rhine Wine",NA,87,92,1892,1963,0.1,4
"835",1003,"Port Wine",NA,52,55,1892,1958,0.1,3.5
"836",1004,"Lobster Croquettes ",NA,78,78,1883,1907,0.3,1
"837",1006,"Claret",NA,256,269,1866,1974,0,40
"838",1007,"Milk Punch",NA,110,111,1856,1962,0,15
"839",1008,"Milk Punch with egg",NA,10,11,1900,1944,0.15,0.65
"841",1010,"Claret Punch",NA,149,150,1856,1962,0,15
"843",1012,"Manhattan Cocktail",NA,188,197,1899,1968,0,1.25
"845",1015,"Whiskey Cocktail",NA,38,40,1856,1938,0,1.25
"847",1017,"Broiled Sirloin Steak",NA,90,99,1880,1983,0.6,60
"851",1023,"Soups",NA,92,92,1898,1987,0.05,1.65
"852",1024,"Fish",NA,100,101,1851,1985,0,2.25
"857",1029,"Entrees",NA,67,70,1897,2006,NA,NA
"860",1032,"Potted Beef",NA,1,1,1901,1901,0,0
"861",1034,"Anchovies on Toast",NA,99,100,1892,1957,0.2,40
"862",1035,"Obst",NA,177,177,1888,1938,NA,NA
"863",1036,"Nachtisch",NA,194,194,1890,1910,NA,NA
"864",1037,"Caviar on Toast",NA,135,138,1890,1940,0,35
"865",1039,"Hamburger Steak, Onion Sauce",NA,4,4,1901,1917,0.15,0.2
"866",1040,"Lyon Sausage",NA,183,193,1886,1955,0.2,30
"868",1042,"Consomme a la royale",NA,26,26,1886,1907,0,0
"873",1047,"Roast capon",NA,99,99,1880,1939,0.75,6
"875",1049,"Lettuce Salad",NA,1565,1679,1881,1974,0,40
"876",1050,"Tutti-frutti ice cream",NA,74,75,1892,1971,0.15,25
"878",1052,"Dessert",NA,772,817,1864,2928,0,40
"879",1053,"Roastbeef",NA,192,243,1891,1987,0,45
"889",1064,"Sweet Pickles",NA,597,628,1890,1965,0,20
"891",1066,"G. H. Mumm's Extra Dry",NA,122,124,1881,1973,1.6,30.75
"893",1068,"Piper Heidsieck",NA,88,88,1881,1967,0,25
"899",1074,"Delmonico steak",NA,17,17,1901,1940,0.5,55
"902",1077,"baked or mashed potatoes",NA,5,5,1900,1901,0.1,0.15
"905",1080,"Julienne",NA,179,198,1882,1961,0.1,35
"906",1082,"Caviare",NA,86,85,1888,1906,0.4,0.5
"908",1086,"Bermuda potatoes",NA,254,255,1882,1938,0.1,30
"910",1088,"New asparagus",NA,141,148,1889,1948,0,50
"913",1092,"Fry in butter",NA,11,12,1900,1918,0.35,0.6
"918",1098,"Creamed toast",NA,13,13,1900,1939,0.15,0.35
"919",1099,"Ham",NA,1251,1338,1851,2928,0,95
"920",1100,"Kennebec salmon",NA,41,42,1892,1914,0.3,2.25
"921",1101,"Peas",NA,256,266,1858,1969,0,1.7
"923",1103,"Saute Potatoes",NA,383,395,1,1973,0,20
"924",1104,"Tomato",NA,368,433,1892,1987,0,40
"925",1105,"Watercress",NA,360,365,1891,2928,0.1,30
"926",1106,"Cheddar",NA,58,62,1881,1973,0,1
"930",1112,"Madeira",NA,93,97,1882,1987,0,3.5
"931",1114,"Oporto",NA,24,26,1883,1918,0,11.25
"932",1115,"Fried Perch, Sauce Figaro",NA,6,6,1900,1900,0.35,0.6
"934",1117,"Scallops",NA,66,66,1894,1939,0.25,1.25
"936",1119,"Lemonade",NA,464,472,1885,1998,0,12
"937",1120,"Soda Water",NA,127,127,1883,1967,0,0.6
"938",1121,"Anchovy Salad",NA,286,294,1892,1950,0,60
"941",1125,"Ginger Ale",NA,468,487,1873,1990,0,25
"942",1126,"New Dill Pickles",NA,52,53,1900,1985,0.05,0.5
"954",1139,"Mumm, Extra dry",NA,7,9,1882,1917,2,8
"955",1141,"Sauternes",NA,286,311,1881,2012,0,100
"956",1143,"Chablis",NA,256,275,1851,1984,0,14
"958",1147,"Liebfraumilch",NA,245,257,1881,1983,0,24
"959",1149,"Roast",NA,32,33,1851,1972,0.4,2
"960",1151,"Barbera",NA,11,11,1896,1962,0,5
"961",1152,"Chicken with Okra",NA,16,17,1892,1900,0.1,0.6
"962",1153,"Sirloin of Beef, Dish Gravy",NA,16,16,1889,1901,0,0
"963",1154,"Barolo",NA,11,11,1892,1958,0,12
"964",1156,"Leg of Mutton",NA,38,40,1865,1910,0.15,0.6
"965",1157,"Capri",NA,10,13,1900,1962,0.5,5
"966",1158,"Vegetables",NA,104,120,1891,1985,0,0.45
"967",1159,"Stewed Celery",NA,98,103,1893,1959,0.05,0.6
"968",1160,"Marsala",NA,27,31,1893,1963,0,3
"970",1163,"Indian",NA,4,4,1901,1938,0.1,0.1
"971",1164,"Falerno",NA,6,6,1900,1962,0,3
"972",1165,"Cup of Consomme",NA,36,37,1893,1939,0.1,0.25
"974",1167,"SADDLE ROCKS",NA,4,4,1900,1907,0.2,0.75
"975",1172,"Cup of Beef Tea",NA,27,27,1900,1914,0.05,0.35
"976",1174,"Hors d'Oeuvres",NA,108,112,1885,1974,0,20
"977",1175,"Croute-au-Pot",NA,28,33,1896,1962,0.2,40
"979",1177,"Olives",NA,4319,4553,1858,1980,0,35
"980",1178,"Green Turtle",NA,95,95,1884,1961,0,50
"981",1179,"HAMBURGER ROAST",NA,3,3,1901,1901,0.15,0.15
"983",1181,"Pea Soup",NA,117,118,1856,1943,0,25
"985",1183,"Consomme Mericourt",NA,6,6,1897,1900,0.25,0.4
"986",1184,"Cup of Clam Broth",NA,89,98,1893,1962,0.05,20
"988",1186,"Consomme",NA,831,985,1865,1976,0,35
"989",1187,"Broiled Halibut Steak, Maitre D'Hotel",NA,14,14,1884,1962,0,0
"990",1188,"Brook Trout",NA,157,211,1892,1965,0.4,60
"991",1189,"English Beefsteak Pie",NA,4,4,1901,1901,0,0
"992",1190,"Chateau Margaux",NA,64,65,1851,1920,0,17
"993",1191,"Soft Clams a la Manhattan",NA,3,3,1900,1900,0.3,0.5
"994",1192,"Tenderloin Of Beef, Bretonne ",NA,4,4,1900,1900,0.6,1
"995",1193,"Chicken Pot-Pie",NA,5,5,1900,1901,0.2,0.4
"996",1194,"Small Tenderloin Sauté, Mushrooms",NA,1,1,1901,1901,0,0
"997",1195,"Lamb with Green Peas",NA,6,6,1899,1964,0.2,2.5
"998",1196,"Lamb Chops Sauté, with Peas",NA,1,1,1901,1901,0,0
"999",1197,"Mulligatawny",NA,38,42,1886,1958,0,0.5
"1000",1198,"Whitebait",NA,155,158,1882,1935,0,40
"1001",1199,"Pork, Apple Sauce",NA,10,10,1900,1901,0.2,0.4
"1002",1200,"Turkey, Cranberry Sauce",NA,107,107,1882,1914,0.3,80
"1003",1201,"Shad Roe with Bacon",NA,38,40,1892,1940,0.2,60
"1004",1202,"Soft Shell Crabs",NA,177,187,1,2006,0.15,60
"1005",1203,"Prime ribs of beef with dish gravy",NA,5,5,1901,1901,0,0
"1007",1205,"Turkish Coffee",NA,495,623,1895,1971,0,25
"1008",1206,"Halibut",NA,122,127,1,1965,0,60
"1009",1207,"Brissotin of Chicken, Supreme",NA,4,4,1900,1900,0.45,0.8
"1010",1208,"Roast on the Half Shell",NA,1,1,1900,1900,0.3,0.3
"1011",1209,"Tea, Pot",NA,145,146,1898,1977,0,20
"1012",1210,"Lettuce, French dressing",NA,71,71,1890,1928,0.1,0.35
"1013",1211,"Fancy Roast on Toast",NA,3,3,1900,1900,0.4,0.4
"1014",1212,"Coffee, Pot",NA,164,173,1898,1969,0.05,1000
"1015",1213,"Pudding",NA,56,70,1900,1971,0,10
"1016",1214,"Cream",NA,358,391,1887,1970,0,30
"1017",1215,"Fruits",NA,840,862,1864,1978,0,10
"1018",1216,"Bonbons",NA,123,124,1880,1965,0.25,0.25
"1019",1217,"Goblet of Milk",NA,37,37,1892,1906,0.05,0.1
"1020",1218,"Roast Capon, Sauce Pimentade",NA,4,4,1900,1900,0,0
"1021",1219,"Cheese and Crackers",NA,182,193,1891,1987,0.15,0.75
"1022",1220,"Buttermilk",NA,851,921,1883,1989,0,10
"1024",1222,"Waffles",NA,146,147,1858,1965,0,30
"1025",1223,"Fresh Strawberries",NA,234,247,1895,1987,0,100
"1026",1224,"Preserved or Canned Fruits",NA,8,8,1898,1900,0,0
"1027",1225,"With Rum",NA,5,5,1900,1907,0.4,0.6
"1028",1226,"2 Apples",NA,9,9,1900,1900,0.15,0.15
"1029",1227,"2 Bananas",NA,9,9,1900,1900,0.15,0.15
"1030",1228,"Oranges, each",NA,54,55,1900,1917,0.05,0.5
"1031",1229,"Pears, each",NA,12,12,1900,1900,0.1,0.1
"1032",1230,"Bar-le-Duc",NA,207,235,1893,1955,0,40
"1033",1231,"Porter House Steak for two",NA,1,1,1900,1900,0,0
"1034",1232,"Compote of Assorted Fruits",NA,37,37,1900,1969,0.45,1.25
"1035",1233,"Fried Shrewsbury eels, sauce tartare",NA,1,1,1901,1901,0,0
"1043",1241,"Biscuits",NA,158,159,1888,1987,0,1.5
"1050",1249,"Ginger",NA,132,134,1899,1962,0.05,0.3
"1053",1252,"Chocolade",NA,146,146,1899,1913,0,1.5
"1059",1258,"MAYONNAISE OF CHICKEN",NA,94,94,1858,1964,0,1.1
"1060",1259,"French fried potatoes",NA,1327,1408,1884,1987,0,25
"1061",1260,"Thee",NA,386,390,1899,1913,0,1.5
"1065",1264,"SLICED APPLE PIE",NA,33,33,1893,1921,0.1,0.2
"1069",1268,"Hashed browned potatoes",NA,305,321,1895,1972,0,20
"1071",1270,"Mirabelles",NA,26,27,1899,1955,NA,NA
"1080",1279,"Mixed ice cream",NA,291,294,1882,1974,0,25
"1082",1281,"NEW YORK ICE CREAM",NA,31,31,1883,1932,0.1,0.25
"1084",1283,"ASSORTED CAKE",NA,939,944,1858,1971,0,20
"1088",1287,"ROQUEFORT CHEESE",NA,1130,1183,1881,1985,0,30
"1090",1289,"AMERICAN CHEESE",NA,1372,1398,1865,2012,0,25
"1094",1294,"Clam Chowder",NA,476,534,1864,1987,0,200
"1095",1295,"Green Corn",NA,361,452,1854,1929,0.05,40
"1096",1296,"ENGLISH BREAKFAST TEA",NA,301,304,1880,1998,0,3.5
"1098",1299,"GREEN TEA",NA,216,220,1865,1985,0,0.5
"1099",1300,"Extra",NA,5,8,1900,1938,0,1.75
"1100",1301,"Chocolate, pot",NA,79,80,1898,1948,0.1,25
"1101",1302,"Cafe Turque",NA,32,34,1895,1972,0,1.4
"1102",1303,"Iced coffee",NA,549,602,1894,1988,0,25
"1103",1304,"Iced tea",NA,833,912,1894,1989,0,30
"1105",1308,"Roquefort",NA,1272,1446,1882,1985,0,30
"1106",1309,"Gorgonzola",NA,479,562,1887,1983,0,30
"1107",1310,"Brie",NA,608,667,1882,1999,0,30
"1108",1311,"Neufchatel",NA,431,490,1882,1963,0.1,30
"1109",1312,"Swiss",NA,202,207,1884,2012,0,25
"1110",1313,"Camembert",NA,1159,1326,1881,2012,0,30
"1111",1314,"Broiled Striped Bass",NA,36,37,1900,1967,0.35,3
"1112",1315,"Broiled Finnan Haddie",NA,34,34,1900,1963,0,2.6
"1113",1316,"Broiled Smoked Salmon",NA,29,30,1859,1907,0.35,1
"1116",1325,"Oysters, half shell",NA,20,21,1890,1939,0.15,10
"1120",1329,"Crabs deviled",NA,1,1,1900,1900,0.3,0.5
"1121",1330,"Little Neck clams, half shell",NA,43,44,1884,1943,0.15,20
"1122",1331,"Steamed clams",NA,119,121,1892,1980,0.25,60
"1123",1332,"Soft Clams",NA,6,6,1898,1916,0.25,60
"1124",1333,"Lobster, plain",NA,84,85,1854,1914,0.25,1
"1125",1334,"Veal Cutlet Breaded",NA,42,42,1889,1944,0.15,1.25
"1128",1338,"Fried Country Sausage and Buckwheat Pancakes",NA,1,1,1900,1900,0,0
"1131",1343,"Hunter Old Rye",NA,4,4,1900,1900,0.15,0.15
"1132",1344,"Old Irish",NA,4,4,1900,1900,0.2,0.2
"1133",1345,"Scotch",NA,80,83,1892,1989,0,75
"1134",1346,"Hackley's Sour Mash",NA,5,4,1900,1900,0.15,0.15
"1135",1347,"Old Pepper Rye",NA,5,5,1900,1901,0.15,0.2
"1136",1348,"Orient Pure Rye",NA,4,4,1900,1900,0.15,0.15
"1137",1349,"Filet Mignons Saute, Lyonnaise Potatoes",NA,1,1,1901,1901,0,0
"1139",1351,"Holland Gin",NA,131,132,1856,1947,0.1,200
"1141",1353,"Old Jamaica Rum",NA,16,16,1873,1901,0.15,3
"1143",1355,"Broiled sardines on toast",NA,65,65,1899,1941,0.2,0.7
"1144",1356,"Medford Rum",NA,47,48,1881,1917,0.1,2
"1145",1357,"Roast Loin of Jersey Pork, Apple Sauce",NA,16,16,1901,1949,0.2,3
"1146",1358,"Antediluvian",NA,34,35,1900,1919,0.1,3
"1147",1359,"Steamed",NA,25,29,1900,1975,0.25,0.6
"1148",1360,"Stew",NA,35,42,1900,1919,0.15,35
"1149",1361,"Virginia Club",NA,4,4,1900,1900,0.15,0.15
"1150",1363,"Soft Shell Crabs on Toast, with Bacon",NA,1,1,1901,1901,0,0
"1151",1365,"Saddle Rocks, raw on shell",NA,2,2,1901,1901,0.3,0.3
"1152",1366,"Saddle Rock fry or broil",NA,1,1,1901,1901,0.4,0.4
"1153",1367,"Orange Bitters",NA,47,48,1895,1917,0.1,15
"1154",1368,"Saddle Rock stew",NA,8,8,1893,1901,0.35,0.5
"1155",1369,"Curacao",NA,323,331,1881,1980,0,30
"1156",1370,"Sweetbreads Saute on Toast, with Mushrooms",NA,1,1,1901,1901,0,0
"1157",1371,"Creme de Cacao",NA,219,221,1889,1985,0,85
"1158",1372,"Creme Yvette",NA,99,100,1896,1961,0.15,15
"1159",1373,"Maraschino",NA,518,524,1855,1983,0,20
"1160",1374,"Chartreuse, green",NA,146,151,1891,1962,0.1,1.5
"1162",1376,"Benedictine",NA,752,766,1881,1985,0,20
"1163",1377,"Anisette",NA,374,381,1851,1981,0,85
"1165",1379,"CHAMPAGNES",NA,33,33,1882,2012,NA,NA
"1169",1383,"Sirloin steak aux cepes",NA,5,5,1893,1900,1.25,1.25
"1172",1386,"Extra sirloin steak",NA,202,203,1887,1942,0.3,100
"1173",1387,"Poached eggs",NA,275,276,1853,1987,0,1
"1175",1389,"Absinthe",NA,327,331,1859,1973,0,20
"1176",1390,"Brandy peaches",NA,150,155,1865,1940,0.15,50
"1177",1391,"Kummel",NA,311,317,1881,1981,0.1,85
"1178",1392,"Creme de Menthe",NA,598,610,1890,1987,0,15
"1179",1393,"Pousse Cafe",NA,236,240,1892,1959,0.1,30
"1180",1394,"Brandy cherries",NA,48,48,1893,1907,0,0
"1181",1395,"Kirschwasser",NA,259,263,1858,2005,0,15
"1182",1396,"CORDIALS",NA,45,45,1865,1989,0.13,1.25
"1184",1398,"WURZBURGER, Imported",NA,6,6,1900,1901,0.1,1
"1185",1399,"Brandy pears",NA,61,61,1898,1907,0.2,0.4
"1186",1401,"Brandy prunes",NA,4,4,1898,1900,0,0
"1187",1402,"Brandy figs",NA,34,34,1887,1907,0.2,0.5
"1188",1403,"Clam Soup",NA,25,26,1892,1933,0.1,0.5
"1189",1404,"PILSNER",NA,22,24,1899,1939,0,0.9
"1190",1405,"Omelette au rhum",NA,110,114,1892,1969,0,45
"1191",1406,"Fruit salad",NA,585,646,1898,1988,0,4.95
"1192",1409,"Guava jelly",NA,269,278,1882,1965,0,0.5
"1193",1410,"Creole figs",NA,5,5,1898,1900,0.5,0.5
"1194",1411,"English plum pudding",NA,38,39,1890,1941,0.05,0.6
"1195",1412,"Clausen's Champagne Lager Beer",NA,5,5,1900,1905,0.1,0.15
"1196",1413,"Broiled Fresh Mackerel, Saratoga Chips",NA,1,1,1901,1901,0.4,0.4
"1197",1416,"Rochester, Rienzi, Imperial Beer",NA,2,2,1900,1900,0.15,0.15
"1198",1418,"St. Louis Beer, Lemp's",NA,2,2,1900,1900,0.15,0.15
"1199",1419,"Imported Culmbacher",NA,5,5,1900,1901,0.25,0.25
"1200",1421,"Younger's Scotch Ale",NA,50,50,1866,1918,0.25,0.6
"1201",1422,"Bass Ale, Dog's Head",NA,107,109,1898,1928,0.15,0.4
"1202",1424,"Guinness's Stout",NA,72,74,1891,1968,0.1,1.85
"1203",1425,"Allsopp's India Pale Ale",NA,5,5,1900,1900,0.25,0.3
"1204",1426,"Evan's India Pale Ale",NA,7,7,1892,1918,0.2,20
"1205",1427,"Ale",NA,91,91,1866,1963,0,0.6
"1206",1428,"Ginger Ale, Domestic",NA,63,65,1892,1943,0.1,0.3
"1207",1429,"Ginger Ale, Imported",NA,68,68,1882,1917,0.15,0.35
"1208",1430,"Sarsaparilla",NA,225,236,1892,1959,0,5
"1209",1431,"Plain Soda",NA,61,61,1892,1916,0.1,2
"1210",1433,"Seltzer and Vichy Water",NA,3,3,1900,1900,0.1,0.2
"1211",1434,"White Rock",NA,556,559,1897,1967,0,40
"1212",1435,"Apollinaris Water",NA,258,263,1880,1957,0,40
"1213",1436,"Best Brandy",NA,8,8,1900,1901,0.25,0.5
"1214",1437,"Brandy",NA,145,158,1865,1977,0,70
"1215",1439,"Marcobrunner",NA,72,73,1852,1917,0.9,5
"1216",1440,"Ruedesheimer Berg",NA,19,25,1892,1914,0.75,18.25
"1217",1441,"PORT",NA,370,382,1881,1989,0,6
"1218",1442,"BURGUNDY",NA,129,142,1882,1987,0.1,8
"1219",1444,"Queen's",NA,3,2,1900,1900,0.25,3.5
"1220",1445,"Sandeman's",NA,8,7,1864,1905,0,0
"1221",1446,"Cockburn",NA,7,6,1881,1906,0.2,5
"1222",1447,"Vino de Pasto",NA,67,67,1865,1918,0.3,14.75
"1223",1448,"Amontillado",NA,348,353,1851,1967,0,20
"1224",1450,"Chateau Yquem",NA,132,137,1865,1959,1,250
"1225",1451,"Vin de Graves",NA,17,17,1885,1914,0.5,1.5
"1226",1452,"Barsac",NA,88,92,1881,1978,0,10.5
"1227",1453,"Sauternes (Barton & Guestier)",NA,4,5,1900,1913,0.75,1.25
"1228",1454,"Sauterne",NA,564,585,1851,1984,0,85
"1229",1455,"Clos de Vougeot",NA,62,62,1856,1987,1.5,6
"1231",1458,"Corton, F. Chauvenet, 1878",NA,2,2,1900,1900,1.5,1.5
"1232",1459,"The",NA,59,69,1889,1993,0,25
"1234",1461,"Nuits",NA,110,110,1864,1917,0,200
"1236",1463,"Pommard",NA,311,322,1881,1978,0,200
"1239",1466,"Macon",NA,166,175,1865,1966,0,100
"1240",1467,"is",NA,2,2,1889,1901,0,0
"1241",1468,"Chateau Leoville",NA,56,57,1851,1918,1,18.5
"1242",1469,"Chateau La Rose",NA,52,53,1851,1914,0,15
"1243",1470,"St. Julien (Barton & Guestier)",NA,4,5,1899,1900,0.75,12
"1244",1471,"Floirac (Barton & Guestier)",NA,2,2,1900,1900,0.7,1.25
"1245",1472,"St. Estephe (B. & G.)",NA,2,2,1900,1900,0.75,1.25
"1246",1473,"Medoc (Barton & Guestier)",NA,2,2,1900,1900,0.75,1.25
"1247",1474,"Medoc",NA,266,281,1864,1981,0,100
"1248",1475,"St. Estephe",NA,138,138,1881,1943,0,65
"1249",1476,"Cabinet Riesling (white wine)",NA,5,5,1900,1905,0.4,0.65
"1250",1477,"La Rosa Zinfandel (C. V. & Co.)",NA,1,1,1900,1900,0.25,0.5
"1251",1478,"Pony Claret, half pints",NA,4,5,1900,1900,0.15,0.15
"1252",1479,"Cook's Imperial",NA,168,170,1882,1949,1,6.5
"1253",1480,"Delmonico..... half pint",NA,1,1,1900,1900,1,1
"1254",1481,"Ruinart Brut",NA,131,135,1889,1928,1,400
"1255",1482,"Perrier-Jouet & Co.",NA,3,3,1900,1900,1.75,3.5
"1256",1483,"Moet & Chandon",NA,131,132,1862,1963,0,400
"1257",1484,"Veuve Clicquot, Yellow Label",NA,137,137,1882,1917,1.4,400
"1258",1486,"Pommery & Greno, Sec",NA,91,91,1881,1947,0,32.25
"1259",1487,"G. H. Mumm & Co., Extra Dry",NA,66,66,1891,1914,0,5.5
"1260",1489,"Dry Monopole",NA,77,79,1881,1948,1.6,16
"1261",1490,"Geo. Goulet, Ay Brut, 1884",NA,1,1,1900,1900,2,3.75
"1262",1491,"WINE LIST",NA,3,3,1900,1967,NA,NA
"1263",1492,"with onions",NA,19,20,1900,1918,0.2,2.7
"1264",1493,"with mushrooms",NA,22,67,1900,1920,0.25,250
"1265",1494,"Chateaubriant",NA,59,60,1900,1944,0,3.75
"1266",1495,"Small pot [cup]",NA,1,1,1900,1900,0.1,0.1
"1267",1496,"Hamburg steak, onions",NA,3,3,1900,1901,0,0
"1269",1498,"Double porterhouse steak",NA,39,39,1900,1918,1,140
"1270",1500,"Smoked Ham",NA,105,109,1898,1987,0,2.95
"1271",1501,"Oysters au gratin",NA,52,59,1892,1955,0.5,2.5
"1272",1502,"Broiled half spring chicken on toast",NA,7,7,1900,1963,0,0
"1273",1503,"Bacon, broiled or fried",NA,14,14,1899,1914,0.25,0.4
"1275",1506,"Ham and eggs",NA,574,603,1858,1987,0,30
"1277",1510,"Spring lamb chops (3), broiled",NA,2,2,1901,1901,0,0
"1278",1513,"tomato sauce",NA,63,69,1882,1980,0.1,3.35
"1279",1514,"Welsh rarebit",NA,593,610,1882,1980,0,40
"1280",1515,"Golden buck",NA,409,419,1882,1978,0,50
"1281",1516,"English mutton chops, brace",NA,21,21,1892,1908,0.4,0.9
"1283",1520,"Frizzled beef with scrambled eggs",NA,9,9,1900,1913,0.3,0.35
"1284",1521,"Crescents",NA,110,113,1895,1965,0,0.1
"1287",1524,"Eggs",NA,75,79,1900,1985,0.15,1.5
"1288",1527,"Rice",NA,238,249,1852,1989,0,10
"1295",1535,"Codfish",NA,57,57,1865,1917,0.2,50
"1299",1539,"Tenderloin steak a la Bordelaise",NA,44,44,1889,1918,0.5,2
"1300",1540,"Tenderloin steak mushrooms",NA,15,15,1893,1906,0.4,1.25
"1301",1541,"Tenderloin steak a la Bearnaise",NA,54,54,1884,1921,0.75,2
"1302",1542,"Broiled spring chicken half",NA,12,12,1898,1920,0.4,1.15
"1303",1543,"Philadelphia squab",NA,122,124,1882,1924,0.4,60
"1304",1544,"Roast chicken",NA,343,354,1857,1981,0,150
"1305",1545,"Whole chicken, Maryland style",NA,6,6,1898,1913,1,2
"1306",1546,"Extra sirloin steak mushrooms",NA,11,11,1898,1906,0,0
"1307",1547,"Porterhouse steak mushrooms",NA,13,13,1898,1906,0.8,2.5
"1308",1548,"Lamb chops (3)",NA,60,61,1898,1943,0.3,1.45
"1309",1549,"English mutton chop",NA,246,250,1896,1973,0,75
